Transaction_ID,Customer_Name,DOB,Purchase_Date,Amount,Category,Age
1390,Tyler Lockwood,1976-10-22,2023-04-06,50.21,Groceries,50
1391,Alice White,1990-04-14,2024-03-22,7.56,Beauty,36
1392,Jane Smith,1985-05-14,2023-01-05,232.19,Home,41
1393,Bonnie Bennett,2006-05-29,2023-06-27,94.83,Beauty,20
1394,Bonnie Bennett,1985-12-04,2024-01-28,120.9,Home,41
1395,Tyler Lockwood,1962-06-13,2023-03-21,94.62,Groceries,64
1396,Alice White,1970-01-20,2023-09-30,94.21,Beauty,56
1397,Alice White,1979-04-25,2024-02-24,127.96,Groceries,47
1398,Jane Smith,1971-11-05,2023-07-10,56.36,Beauty,55
1399,Matt Donovan,1981-02-12,2023-08-17,116.55,Beauty,45
1400,Damon Salvatore,2006-12-20,2023-08-07,7.78,Beauty,20
1401,Charlie Black,1998-04-14,2024-01-11,36.2,Beauty,28
1402,Charlie Black,1982-06-29,2023-08-01,121.22,Beauty,44
1403,Alaric Saltzman,1976-09-16,2023-07-07,481.66,Home,50
1404,Alice White,1982-08-14,2023-02-03,40.3,Groceries,44
1405,Jane Smith,1968-07-17,2023-08-21,62.2,Beauty,58
1406,Elena Gilbert,1967-02-09,2023-02-11,24.31,Beauty,59
1407,John Doe,1999-10-16,2023-05-10,16.08,Groceries,27
1408,John Doe,1998-06-25,2023-11-10,118.27,Groceries,28
1409,Tyler Lockwood,1997-06-20,2023-10-17,477.62,Home,29
1410,John Doe,1993-03-17,2023-12-10,26.77,Beauty,33
1411,Tyler Lockwood,2007-11-25,2023-04-11,10.51,Beauty,19
1412,Damon Salvatore,1965-11-13,2024-03-10,61.5,Home,61
1413,Charlie Black,1988-05-23,2023-08-20,149.35,Clothing,38
1414,Alice White,1997-07-26,2024-01-26,225.94,Home,29
1415,Matt Donovan,2003-06-05,2023-12-16,25.86,Clothing,23
1416,Tyler Lockwood,1991-07-16,2023-05-16,1954.38,Electronics,35
1417,Jane Smith,2006-01-02,2023-10-19,117.32,Groceries,20
1418,Bonnie Bennett,1983-10-30,2023-07-09,110.22,Clothing,43
1419,Alice White,1996-03-12,2023-09-15,89.45,Beauty,30
1420,Tyler Lockwood,1975-02-17,2023-01-10,1863.36,Electronics,51
1421,Damon Salvatore,1999-09-22,2023-11-11,61.35,Groceries,27
1422,Jane Smith,1986-07-27,2023-06-21,892.58,Home,40
1423,Stefan Salvatore,1987-10-26,2023-02-01,591.02,Electronics,39
1424,Jane Smith,1987-09-29,2023-05-06,12.81,Groceries,39
1425,Elena Gilbert,1986-07-05,2023-12-11,11.26,Groceries,40
1426,Jane Smith,2007-01-22,2023-08-01,123.58,Groceries,19
1427,Bob Brown,1985-11-29,2023-02-13,64.95,Beauty,41
1428,Charlie Black,1975-08-28,2023-01-03,193.99,Home,51
1429,Damon Salvatore,1964-05-25,2023-05-08,28.21,Beauty,62
1430,Caroline Forbes,1992-12-13,2023-05-09,110.34,Groceries,34
1431,John Doe,2004-11-08,2023-08-12,204.12,Clothing,22
1432,Bonnie Bennett,1998-04-26,2023-08-19,228.62,Home,28
1433,Bonnie Bennett,1995-11-29,2023-08-22,255.19,Clothing,31
1434,Tyler Lockwood,1992-02-10,2023-05-01,232.43,Clothing,34
1435,Alice White,1997-06-24,2023-08-11,996.52,Home,29
1436,Alice White,2005-01-31,2024-01-29,180.93,Home,21
1437,Elena Gilbert,1987-04-21,2023-12-25,9.22,Beauty,39
1438,Alice White,1964-02-11,2023-09-30,78.97,Groceries,62
1439,Bob Brown,1984-07-11,2023-12-02,177.22,Clothing,42
1440,Alice White,1984-09-16,2023-06-07,188.6,Clothing,42
1441,Tyler Lockwood,1989-04-25,2023-11-15,105.62,Home,37
1442,Alaric Saltzman,1997-01-23,2023-11-10,119.35,Beauty,29
1443,Bob Brown,1963-07-18,2023-12-16,924.64,Electronics,63
1444,Jane Smith,1980-06-20,2023-10-30,746.94,Home,46
1445,Elena Gilbert,1963-09-23,2024-02-05,76.94,Groceries,63
1446,Matt Donovan,1993-08-09,2023-02-16,60.66,Groceries,33
1447,Bonnie Bennett,1982-04-07,2023-03-02,113.66,Clothing,44
1448,Alaric Saltzman,1965-11-09,2023-12-16,106.16,Beauty,61
1449,Matt Donovan,1964-01-11,2023-09-02,296.33,Home,62
1450,Caroline Forbes,2003-03-09,2023-11-16,74.73,Beauty,23
1451,Charlie Black,1998-08-14,2023-09-18,24.35,Groceries,28
1452,Alice White,1969-05-10,2024-02-23,1582.4,Electronics,57
1453,Alice White,2002-04-30,2023-07-01,24.05,Groceries,24
1454,Bonnie Bennett,1977-12-05,2023-06-01,1917.57,Electronics,49
1455,Stefan Salvatore,1964-11-16,2024-02-18,44.98,Groceries,62
1456,Damon Salvatore,1980-06-01,2023-04-30,96.15,Clothing,46
1457,Elena Gilbert,1977-11-13,2023-08-05,43.88,Beauty,49
1458,Bonnie Bennett,1963-07-18,2023-07-03,109.52,Home,63
1459,Caroline Forbes,1966-02-09,2023-07-15,135.11,Clothing,60
1460,Damon Salvatore,2002-10-17,2024-02-03,225.09,Clothing,24
1461,Matt Donovan,1988-10-04,2024-03-07,12.58,Beauty,38
1462,Tyler Lockwood,1994-04-16,2023-06-14,294.27,Clothing,32
1463,Charlie Black,2005-11-25,2023-08-06,86.97,Beauty,21
1464,Bob Brown,1983-03-22,2024-01-19,55.68,Groceries,43
1465,Bonnie Bennett,1975-09-03,2023-04-27,65.61,Groceries,51
1466,Bonnie Bennett,2001-11-27,2023-10-16,1962.98,Electronics,25
1467,Alaric Saltzman,1975-01-31,2024-03-17,114.28,Home,51
1468,Elena Gilbert,1991-11-18,2023-07-17,155.71,Clothing,35
1469,Charlie Black,2004-02-19,2023-01-22,1371.14,Electronics,22
1470,Jane Smith,1992-10-21,2023-06-16,14.03,Groceries,34
1471,Stefan Salvatore,1971-01-01,2023-05-18,99.36,Home,55
1472,John Doe,1976-05-26,2023-01-20,112.46,Clothing,50
1473,Alice White,1986-10-05,2024-01-11,100.65,Beauty,40
1474,Alice White,1980-06-01,2024-02-15,70.43,Beauty,46
1475,Caroline Forbes,1981-01-31,2024-01-04,38.26,Clothing,45
1476,Bob Brown,2001-01-08,2023-04-07,159.39,Clothing,25
1477,Elena Gilbert,1969-05-26,2023-03-30,411.4,Home,57
1478,Bob Brown,2003-04-20,2023-09-24,80.88,Groceries,23
1479,Stefan Salvatore,1980-05-05,2023-06-13,97.01,Beauty,46
1480,Damon Salvatore,2000-01-06,2024-02-03,64.23,Clothing,26
1481,Alice White,2002-05-29,2024-01-21,394.95,Home,24
1482,Matt Donovan,1966-01-21,2024-02-21,34.29,Groceries,60
1483,Stefan Salvatore,1971-09-06,2023-04-17,68.85,Beauty,55
1484,Elena Gilbert,1962-06-30,2023-10-02,1626.85,Electronics,64
1485,Damon Salvatore,1992-10-17,2023-03-04,147.7,Beauty,34
1486,Charlie Black,1978-06-03,2023-06-11,149.58,Groceries,48
1487,Caroline Forbes,1977-12-30,2023-09-04,702.52,Home,49
1488,Bob Brown,1975-08-16,2023-10-08,134.09,Groceries,51
1489,Charlie Black,1973-08-23,2023-09-22,138.14,Groceries,53
1490,Elena Gilbert,1989-12-26,2024-03-03,995.22,Electronics,37
1491,Tyler Lockwood,1964-08-01,2023-08-04,249.39,Clothing,62
1492,Tyler Lockwood,1980-05-16,2023-10-04,124.77,Groceries,46
1493,John Doe,1987-09-15,2023-06-29,117.42,Clothing,39
1494,Jane Smith,1997-05-19,2023-06-25,1698.75,Electronics,29
1495,Matt Donovan,1978-06-01,2023-12-13,79.56,Home,48
1496,Alaric Saltzman,1992-12-19,2024-02-28,103.84,Groceries,34
1497,Elena Gilbert,1999-09-27,2023-05-04,1690.38,Electronics,27
1498,Damon Salvatore,2006-02-16,2024-03-17,509.51,Electronics,20
1499,Charlie Black,1973-04-21,2023-04-27,99.71,Beauty,53
1500,Alice White,1997-01-14,2024-01-28,106.14,Home,29
1501,Jane Smith,1975-10-17,2023-09-08,582.42,Home,51
1502,Matt Donovan,1975-01-13,2023-02-07,60.33,Groceries,51
1503,Bob Brown,1990-01-25,2023-11-30,451.42,Home,36
1504,Bonnie Bennett,1968-03-22,2023-09-27,290.55,Clothing,58
1505,Elena Gilbert,1989-11-06,2024-03-10,766.26,Home,37
1506,Bonnie Bennett,1980-09-06,2023-11-23,679.03,Electronics,46
1507,Damon Salvatore,1989-10-27,2024-02-26,83.4,Beauty,37
1508,Stefan Salvatore,1991-05-14,2023-09-22,990.66,Electronics,35
1509,Bonnie Bennett,1994-08-04,2023-11-05,265.03,Home,32
1510,Bonnie Bennett,2004-12-14,2023-09-21,206.99,Clothing,22
1511,Elena Gilbert,1967-11-02,2023-05-07,126.53,Beauty,59
1512,Tyler Lockwood,1973-06-06,2023-03-05,180.54,Clothing,53
1513,Charlie Black,2003-04-23,2023-10-03,91.85,Beauty,23
1514,John Doe,1999-04-04,2023-02-04,222.91,Electronics,27
1515,John Doe,2000-04-26,2023-12-09,137.05,Groceries,26
1516,Bonnie Bennett,1990-01-29,2023-11-04,29.73,Beauty,36
1517,Charlie Black,1970-05-29,2023-06-06,275.56,Home,56
1518,Damon Salvatore,1981-01-29,2023-09-17,75.71,Groceries,45
1519,Elena Gilbert,1964-08-20,2023-06-11,756.41,Home,62
1520,John Doe,2000-11-26,2024-02-26,105.55,Electronics,26
1521,Alaric Saltzman,1996-06-05,2023-08-06,183.02,Home,30
1522,Tyler Lockwood,1966-11-29,2023-04-19,1282.79,Electronics,60
1523,Bob Brown,1963-03-28,2023-11-08,1081.49,Electronics,63
1524,Elena Gilbert,1962-08-25,2023-05-16,851.73,Home,64
1525,John Doe,1982-05-07,2023-12-07,87.95,Beauty,44
1526,Caroline Forbes,1965-04-26,2024-01-17,854.33,Electronics,61
1527,Charlie Black,1968-02-13,2023-12-10,55.06,Beauty,58
1528,Damon Salvatore,1968-01-22,2024-02-01,92.61,Home,58
1529,Matt Donovan,1995-10-19,2023-02-15,62.21,Beauty,31
1530,Tyler Lockwood,1989-03-29,2023-03-13,108.53,Beauty,37
1531,Tyler Lockwood,1975-05-03,2023-03-31,124.07,Groceries,51
1532,Stefan Salvatore,1983-03-16,2023-06-23,125.29,Beauty,43
1533,John Doe,1988-03-23,2023-05-26,206.28,Clothing,38
1534,John Doe,1972-12-08,2023-05-27,84.69,Groceries,54
1535,John Doe,1975-04-02,2024-01-13,387.03,Home,51
1536,Damon Salvatore,2006-05-11,2023-04-15,121.34,Clothing,20
1537,Matt Donovan,1995-06-02,2024-02-02,58.88,Clothing,31
1538,Bonnie Bennett,1970-02-01,2023-09-16,97.49,Groceries,56
1539,Charlie Black,2006-11-19,2023-06-15,557.27,Home,20
1540,Stefan Salvatore,2006-12-01,2024-02-29,47.78,Groceries,20
1541,John Doe,1963-03-11,2023-08-01,510.5,Electronics,63
1542,Bonnie Bennett,1985-05-07,2023-10-11,105.41,Beauty,41
1543,Jane Smith,1972-11-21,2024-03-04,682.0,Electronics,54
1544,Caroline Forbes,1978-08-23,2023-12-30,127.59,Clothing,48
1545,Bob Brown,1980-09-07,2023-12-01,918.87,Electronics,46
1546,Stefan Salvatore,1998-01-05,2023-06-09,123.61,Clothing,28
1547,Elena Gilbert,1972-09-14,2023-10-17,67.43,Groceries,54
1548,Alice White,1972-01-04,2023-11-17,1898.62,Electronics,54
1549,Bob Brown,1979-08-09,2024-03-19,198.33,Clothing,47
1550,Matt Donovan,1977-10-24,2024-01-30,292.39,Electronics,49
1551,Charlie Black,2000-08-29,2023-04-26,86.15,Groceries,26
1552,Alice White,1963-04-12,2024-02-18,555.32,Home,63
1553,Alaric Saltzman,2004-09-19,2023-06-04,418.59,Home,22
1554,Caroline Forbes,2002-04-12,2023-05-05,46.94,Beauty,24
1555,Charlie Black,1971-09-12,2023-05-04,73.73,Beauty,55
1556,Elena Gilbert,2004-05-22,2023-07-20,267.58,Electronics,22
1557,Matt Donovan,1991-11-07,2023-08-12,147.12,Groceries,35
1558,Bonnie Bennett,1995-09-14,2023-12-31,125.88,Beauty,31
1559,Bob Brown,2006-01-09,2023-12-20,33.22,Beauty,20
1560,John Doe,1988-02-04,2023-10-27,579.82,Home,38
1561,Bob Brown,2007-11-20,2024-03-22,69.39,Beauty,19
1562,Jane Smith,1997-05-25,2023-04-09,48.57,Groceries,29
1563,Elena Gilbert,1984-06-20,2023-10-02,110.97,Beauty,42
1564,Stefan Salvatore,1981-02-21,2023-05-25,83.74,Beauty,45
1565,Bob Brown,1981-11-01,2023-12-20,385.79,Home,45
1566,Tyler Lockwood,1987-06-24,2024-01-30,13.37,Groceries,39
1567,Stefan Salvatore,1989-01-09,2023-01-12,1903.31,Electronics,37
1568,Caroline Forbes,1964-07-09,2023-11-04,157.6,Clothing,62
1569,Matt Donovan,1975-07-27,2024-02-11,535.71,Home,51
1570,Bonnie Bennett,1991-08-29,2024-03-12,437.2,Home,35
1571,Bob Brown,2004-02-21,2023-06-12,213.0,Electronics,22
1572,Alaric Saltzman,1991-03-24,2024-01-04,1796.87,Electronics,35
1573,Bob Brown,1970-04-12,2024-03-18,79.01,Beauty,56
1574,Alaric Saltzman,1977-08-03,2023-04-24,9.43,Beauty,49
1575,Bob Brown,1998-04-30,2023-11-16,57.01,Beauty,28
1576,Jane Smith,1967-10-01,2023-02-04,1607.45,Electronics,59
1577,Bob Brown,1989-06-05,2023-10-09,270.64,Electronics,37
1578,Damon Salvatore,2005-12-17,2023-10-19,1302.52,Electronics,21
1579,Charlie Black,1995-07-06,2023-05-16,124.18,Beauty,31
1580,Bonnie Bennett,2007-09-09,2023-02-04,49.23,Clothing,19
1581,Damon Salvatore,1999-05-08,2024-03-05,64.03,Groceries,27
1582,Elena Gilbert,1997-03-04,2023-03-13,650.49,Home,29
1583,Alaric Saltzman,1963-05-17,2023-02-14,19.64,Beauty,63
1584,Elena Gilbert,1992-12-19,2024-02-28,1051.19,Electronics,34
1585,Caroline Forbes,1992-03-02,2023-07-07,40.41,Clothing,34
1586,Alaric Saltzman,1977-05-13,2023-10-22,813.31,Home,49
1587,Stefan Salvatore,1981-10-31,2023-08-09,127.12,Beauty,45
1588,John Doe,1967-09-25,2024-03-12,92.51,Beauty,59
1589,Charlie Black,1989-04-17,2023-10-08,1467.6,Electronics,37
1590,Caroline Forbes,1998-12-30,2023-02-21,103.98,Groceries,28
1591,Jane Smith,1981-01-04,2024-02-12,25.72,Groceries,45
1592,Damon Salvatore,2001-02-09,2023-04-29,57.47,Clothing,25
1593,Jane Smith,1997-02-26,2023-07-23,703.41,Electronics,29
1594,John Doe,1979-09-26,2023-10-01,219.11,Electronics,47
1595,Jane Smith,2000-04-02,2024-03-03,257.16,Electronics,26
1596,Tyler Lockwood,1997-10-24,2023-03-06,306.87,Home,29
1597,Matt Donovan,1974-11-20,2023-12-04,462.13,Home,52
1598,John Doe,2002-11-01,2023-02-25,102.9,Groceries,24
1599,John Doe,1985-07-22,2024-02-17,1867.32,Electronics,41
1600,Bonnie Bennett,1998-08-31,2023-01-23,108.39,Beauty,28
1601,Alaric Saltzman,1972-02-05,2023-12-30,953.23,Home,54
1602,Bonnie Bennett,1978-08-10,2023-01-21,118.36,Groceries,48
1603,Tyler Lockwood,1971-05-07,2024-02-05,77.29,Beauty,55
1604,Damon Salvatore,1981-01-16,2023-12-21,197.64,Clothing,45
1605,Bob Brown,1964-03-06,2024-01-15,453.44,Electronics,62
1606,Charlie Black,1995-11-15,2023-01-31,79.36,Clothing,31
1607,Bonnie Bennett,1970-04-25,2024-03-15,1612.86,Electronics,56
1608,Damon Salvatore,1963-07-09,2023-06-11,359.54,Electronics,63
1609,Damon Salvatore,1972-05-30,2023-01-03,146.32,Groceries,54
1610,Tyler Lockwood,1988-01-28,2023-11-06,1791.41,Electronics,38
1611,Tyler Lockwood,1965-07-18,2023-01-13,1664.29,Electronics,61
1612,Elena Gilbert,1998-12-31,2023-02-13,104.77,Beauty,28
1613,Alaric Saltzman,1971-11-19,2023-10-07,25.41,Clothing,55
1614,Alice White,1994-10-08,2023-06-12,1498.78,Electronics,32
1615,Elena Gilbert,1991-06-01,2023-07-01,6.44,Groceries,35
1616,Matt Donovan,1983-07-13,2024-01-13,62.66,Groceries,43
1617,John Doe,1988-10-28,2023-06-05,1090.46,Electronics,38
1618,Caroline Forbes,1996-05-15,2023-06-30,235.64,Clothing,30
1619,Bonnie Bennett,1974-10-17,2024-01-26,54.56,Beauty,52
1620,Damon Salvatore,2001-06-22,2023-11-09,5.2,Groceries,25
1621,Matt Donovan,1972-10-16,2023-08-16,72.42,Home,54
1622,Matt Donovan,2000-07-11,2023-08-05,62.71,Beauty,26
1623,Alice White,1968-08-18,2024-02-17,1881.02,Electronics,58
1624,Jane Smith,1980-08-05,2023-03-20,73.7,Groceries,46
1625,Caroline Forbes,2004-11-22,2023-04-14,554.4,Electronics,22
1626,Stefan Salvatore,1976-04-02,2023-05-23,117.65,Groceries,50
1627,John Doe,1982-08-11,2023-12-28,1282.59,Electronics,44
1628,Caroline Forbes,1963-03-29,2023-09-24,122.61,Beauty,63
1629,Stefan Salvatore,2004-03-06,2024-02-16,296.91,Home,22
1630,John Doe,1970-07-28,2024-03-13,83.13,Groceries,56
1631,Bonnie Bennett,1962-07-04,2023-10-09,1868.15,Electronics,64
1632,Alice White,1967-06-27,2023-02-23,1920.07,Electronics,59
1633,Matt Donovan,1975-02-13,2023-08-12,142.62,Beauty,51
1634,Charlie Black,2002-05-03,2023-03-03,173.12,Clothing,24
1635,Alaric Saltzman,1977-07-20,2023-01-03,74.79,Beauty,49
1636,Alaric Saltzman,1965-11-14,2023-06-10,1964.27,Electronics,61
1637,Alaric Saltzman,1997-03-08,2023-06-05,144.29,Groceries,29
1638,Alice White,1973-06-21,2023-02-17,982.09,Home,53
1639,Bonnie Bennett,1996-10-06,2023-12-23,1846.84,Electronics,30
1640,Damon Salvatore,1970-09-28,2024-01-25,125.26,Groceries,56
1641,Alaric Saltzman,1974-05-31,2023-04-17,545.39,Home,52
1642,Jane Smith,1974-06-26,2023-01-08,128.86,Beauty,52
1643,Alice White,1978-04-12,2024-03-02,409.13,Electronics,48
1644,Stefan Salvatore,1986-11-24,2023-03-27,6.75,Groceries,40
1645,Caroline Forbes,1972-11-19,2023-06-05,245.33,Clothing,54
1646,Charlie Black,1984-09-08,2023-09-09,164.11,Clothing,42
1647,Matt Donovan,1986-11-16,2023-06-04,865.25,Electronics,40
1648,Tyler Lockwood,1995-09-03,2023-01-10,46.89,Groceries,31
1649,Stefan Salvatore,1982-01-23,2023-05-09,1545.92,Electronics,44
1650,John Doe,2005-10-26,2023-04-04,104.82,Home,21
1651,Damon Salvatore,1981-03-17,2023-07-25,1596.34,Electronics,45
1652,Alice White,1979-08-30,2023-04-01,203.86,Clothing,47
1653,Jane Smith,2007-12-24,2023-06-03,146.28,Beauty,19
1654,Damon Salvatore,1998-04-13,2023-07-22,173.97,Electronics,28
1655,Caroline Forbes,2007-05-18,2023-12-20,37.61,Beauty,19
1656,Alice White,2003-06-10,2023-05-19,456.13,Home,23
1657,Tyler Lockwood,1982-11-09,2023-07-07,269.92,Clothing,44
1658,Charlie Black,1994-10-14,2023-10-06,268.89,Clothing,32
1659,Jane Smith,1963-07-25,2024-01-27,661.82,Electronics,63
1660,Damon Salvatore,1962-04-13,2024-01-13,531.57,Home,64
1661,Bob Brown,1984-05-18,2023-02-09,110.38,Beauty,42
1662,Alaric Saltzman,1985-02-01,2023-01-04,539.88,Home,41
1663,John Doe,1985-08-28,2023-09-05,66.66,Groceries,41
1664,Charlie Black,1977-06-18,2023-06-30,100.02,Electronics,49
1665,Bonnie Bennett,2002-03-01,2023-11-09,76.16,Clothing,24
1666,Damon Salvatore,1970-12-06,2023-11-13,38.41,Groceries,56
1667,Bob Brown,1986-04-28,2023-11-28,679.89,Home,40
1668,Bonnie Bennett,2003-03-15,2023-11-10,270.89,Clothing,23
1669,Charlie Black,1983-11-06,2024-02-15,222.53,Home,43
1670,Matt Donovan,1973-01-20,2023-01-16,83.66,Beauty,53
1671,Stefan Salvatore,1992-12-26,2023-10-14,218.61,Clothing,34
1672,Matt Donovan,1974-06-18,2023-09-11,610.81,Electronics,52
1673,Caroline Forbes,1986-05-28,2023-11-20,96.66,Groceries,40
1674,Matt Donovan,1987-03-05,2023-04-12,1076.32,Electronics,39
1675,Bonnie Bennett,1972-12-09,2024-01-18,215.22,Clothing,54
1676,Damon Salvatore,2003-02-20,2024-02-11,224.11,Clothing,23
1677,Bonnie Bennett,1991-06-18,2023-06-18,25.61,Beauty,35
1678,Elena Gilbert,2002-03-18,2023-11-04,129.2,Beauty,24
1679,John Doe,1996-08-31,2023-04-19,692.77,Electronics,30
1680,Caroline Forbes,1993-11-15,2023-02-01,60.73,Groceries,33
1681,Bob Brown,1965-12-14,2023-11-10,1943.49,Electronics,61
1682,Alaric Saltzman,2004-07-19,2023-11-11,123.48,Beauty,22
1683,Bonnie Bennett,1975-09-13,2023-12-05,78.2,Beauty,51
1684,Matt Donovan,1993-02-10,2023-08-28,954.84,Home,33
1685,Matt Donovan,1965-12-03,2023-05-28,95.63,Groceries,61
1686,Jane Smith,1986-04-18,2023-11-24,858.15,Home,40
1687,Damon Salvatore,1989-08-29,2023-07-29,102.73,Groceries,37
1688,Tyler Lockwood,1975-11-07,2023-01-12,49.48,Beauty,51
1689,Matt Donovan,1996-11-17,2023-01-05,1768.17,Electronics,30
1690,Charlie Black,1975-04-16,2023-02-19,1402.34,Electronics,51
1691,Charlie Black,2007-01-04,2023-06-16,147.4,Groceries,19
1692,Alice White,2001-12-04,2023-08-03,796.01,Home,25
1693,Alaric Saltzman,1989-01-26,2023-10-07,283.56,Clothing,37
1694,Bonnie Bennett,2000-07-18,2023-03-03,146.68,Beauty,26
1695,Jane Smith,2002-12-25,2023-11-21,63.52,Groceries,24
1696,Charlie Black,1990-07-20,2023-06-26,15.74,Groceries,36
1697,Bob Brown,1998-11-16,2023-12-11,305.11,Home,28
1698,Tyler Lockwood,1984-12-13,2023-06-15,189.02,Clothing,42
1699,Damon Salvatore,1981-09-22,2023-08-18,48.11,Groceries,45
1700,Elena Gilbert,1988-11-08,2024-02-07,18.35,Groceries,38
1701,Jane Smith,1978-04-24,2023-10-17,404.6,Home,48
1702,Matt Donovan,1998-12-11,2023-12-18,1098.94,Electronics,28
1703,Matt Donovan,2006-12-17,2023-03-24,145.74,Clothing,20
1704,Charlie Black,1993-04-14,2023-05-30,888.84,Home,33
1705,Matt Donovan,1986-03-06,2023-04-08,195.93,Electronics,40
1706,John Doe,1963-12-25,2023-01-07,1129.78,Electronics,63
1707,Bob Brown,2007-10-05,2024-02-24,1695.62,Electronics,19
1708,Caroline Forbes,1976-05-15,2023-09-19,1046.28,Electronics,50
1709,Matt Donovan,1973-06-29,2023-12-07,924.64,Electronics,53
1710,Alice White,1979-12-16,2024-02-15,298.95,Clothing,47
1711,Tyler Lockwood,1992-01-12,2024-01-12,559.84,Electronics,34
1712,Alice White,1963-09-16,2023-02-08,1654.9,Electronics,63
1713,Alice White,1975-12-21,2023-10-26,37.51,Clothing,51
1714,Alaric Saltzman,2005-04-08,2023-11-10,1378.46,Electronics,21
1715,Jane Smith,1978-04-29,2023-05-18,245.43,Clothing,48
1716,Bob Brown,1972-04-15,2023-03-18,635.94,Home,54
1717,John Doe,1981-07-03,2023-09-21,782.21,Home,45
1718,John Doe,1999-11-07,2023-12-11,1743.87,Electronics,27
1719,John Doe,1971-10-15,2023-12-04,481.63,Home,55
1720,Alaric Saltzman,1965-10-30,2023-07-07,159.84,Clothing,61
1721,Jane Smith,1966-01-24,2023-12-01,65.81,Groceries,60
1722,Elena Gilbert,1997-08-20,2023-07-04,48.65,Beauty,29
1723,Damon Salvatore,1965-04-26,2023-03-29,35.45,Groceries,61
1724,John Doe,2005-06-23,2023-05-01,1855.65,Electronics,21
1725,Charlie Black,1979-10-17,2023-07-21,101.31,Groceries,47
1726,Damon Salvatore,2005-11-03,2023-10-30,69.7,Groceries,21
1727,Alice White,2003-10-15,2023-07-15,41.24,Groceries,23
1728,Stefan Salvatore,1967-02-07,2023-06-02,112.67,Beauty,59
1729,Caroline Forbes,1984-09-25,2023-08-25,52.38,Beauty,42
1730,Caroline Forbes,1966-04-22,2023-10-22,705.36,Electronics,60
1731,Alaric Saltzman,2000-02-16,2023-04-19,381.45,Home,26
1732,Bonnie Bennett,2003-11-26,2023-03-17,443.79,Home,23
1733,Elena Gilbert,1999-05-13,2023-08-27,64.61,Beauty,27
1734,Alice White,1986-01-11,2024-02-05,109.22,Beauty,40
1735,Elena Gilbert,1965-02-12,2023-04-04,755.94,Electronics,61
1736,Matt Donovan,1976-10-28,2023-05-18,89.41,Groceries,50
1737,Jane Smith,1999-07-03,2023-01-28,283.08,Home,27
1738,Damon Salvatore,1989-10-29,2024-02-03,87.93,Groceries,37
1739,Matt Donovan,1999-08-31,2023-10-16,1127.72,Electronics,27
1740,Caroline Forbes,1968-09-07,2024-03-24,77.52,Beauty,58
1741,Bob Brown,1995-06-22,2024-01-20,26.2,Clothing,31
1742,Alaric Saltzman,1979-05-08,2023-05-08,163.44,Clothing,47
1743,Alaric Saltzman,2003-05-15,2023-11-01,244.1,Home,23
1744,John Doe,1969-04-26,2023-07-12,1261.54,Electronics,57
1745,Matt Donovan,1983-06-20,2023-09-10,582.64,Home,43
1746,Charlie Black,1965-05-24,2024-01-15,1489.5,Electronics,61
1747,Bonnie Bennett,2007-11-19,2023-03-27,1021.68,Electronics,19
1748,Bob Brown,1967-08-15,2023-07-25,31.6,Beauty,59
1749,Jane Smith,1967-06-04,2024-01-22,121.91,Home,59
1750,Bonnie Bennett,1968-10-06,2024-03-10,38.75,Clothing,58
1751,Elena Gilbert,2002-08-01,2023-08-27,1511.85,Electronics,24
1752,Tyler Lockwood,1963-12-11,2023-11-18,121.55,Beauty,63
1753,Alice White,1979-10-27,2023-08-22,69.73,Beauty,47
1754,Bob Brown,1994-04-09,2023-02-09,721.3,Home,32
1755,Alice White,1997-10-23,2023-04-17,410.27,Home,29
1756,Jane Smith,1999-03-11,2023-06-08,18.83,Groceries,27
1757,Stefan Salvatore,1994-01-06,2024-02-13,116.14,Groceries,32
1758,Caroline Forbes,1971-04-17,2023-10-22,232.38,Clothing,55
1759,Bob Brown,1971-08-02,2023-07-11,112.63,Groceries,55
1760,Damon Salvatore,1980-06-06,2024-01-18,61.66,Groceries,46
1761,Caroline Forbes,1991-07-24,2024-01-22,99.85,Beauty,35
1762,Alice White,1966-06-30,2023-03-03,105.93,Clothing,60
1763,Alaric Saltzman,1995-06-01,2023-02-23,226.1,Home,31
1764,Alaric Saltzman,2006-11-18,2023-08-10,110.03,Groceries,20
1765,Matt Donovan,1993-03-24,2023-03-22,214.92,Clothing,33
1766,Tyler Lockwood,1982-05-23,2023-05-26,616.7,Electronics,44
1767,Elena Gilbert,2005-09-07,2023-08-10,52.05,Beauty,21
1768,Alaric Saltzman,1976-09-24,2024-02-09,97.97,Clothing,50
1769,Matt Donovan,1972-05-26,2023-03-15,123.17,Beauty,54
1770,Alice White,1976-05-24,2024-01-10,117.18,Groceries,50
1771,Alice White,1996-09-14,2023-01-28,981.58,Electronics,30
1772,Elena Gilbert,2002-11-17,2023-06-12,96.36,Beauty,24
1773,Jane Smith,2002-07-19,2023-02-25,538.49,Home,24
1774,Alaric Saltzman,2001-11-09,2023-03-18,256.56,Clothing,25
1775,Matt Donovan,1975-08-30,2024-01-16,998.95,Home,51
1776,Matt Donovan,1977-11-28,2023-03-02,21.6,Clothing,49
1777,Matt Donovan,1973-03-14,2023-05-23,51.13,Beauty,53
1778,Bob Brown,1997-08-19,2024-02-09,435.71,Home,29
1779,Tyler Lockwood,1973-12-04,2023-06-15,217.72,Clothing,53
